class,filename,height,width,x,y
19,325.jpg,2400.0,1935.0,649.0,1279.0
1,326.jpg,2400.0,1935.0,834.0,1039.0
2,326.jpg,2400.0,1935.0,1414.0,969.0
3,326.jpg,2400.0,1935.0,1306.0,1231.0
4,326.jpg,2400.0,1935.0,548.0,1215.0
5,326.jpg,2400.0,1935.0,1406.0,1548.0
6,326.jpg,2400.0,1935.0,1439.0,1887.0
7,326.jpg,2400.0,1935.0,1458.0,1984.0
8,326.jpg,2400.0,1935.0,1382.0,2065.0
9,326.jpg,2400.0,1935.0,1426.0,2037.0
10,326.jpg,2400.0,1935.0,801.0,1771.0
11,326.jpg,2400.0,1935.0,1481.0,1704.0
12,326.jpg,2400.0,1935.0,1449.0,1726.0
13,326.jpg,2400.0,1935.0,1569.0,1643.0
14,326.jpg,2400.0,1935.0,1600.0,1792.0
15,326.jpg,2400.0,1935.0,1514.0,1548.0
16,326.jpg,2400.0,1935.0,1550.0,1972.0
17,326.jpg,2400.0,1935.0,978.0,1461.0
18,326.jpg,2400.0,1935.0,1423.0,1489.0
19,326.jpg,2400.0,1935.0,648.0,1340.0
1,327.jpg,2400.0,1935.0,851.0,1105.0
2,327.jpg,2400.0,1935.0,1452.0,1032.0
3,327.jpg,2400.0,1935.0,1323.0,1257.0
4,327.jpg,2400.0,1935.0,615.0,1260.0
5,327.jpg,2400.0,1935.0,1424.0,1543.0
6,327.jpg,2400.0,1935.0,1453.0,1928.0
7,327.jpg,2400.0,1935.0,1462.0,2043.0
8,327.jpg,2400.0,1935.0,1404.0,2111.0
9,327.jpg,2400.0,1935.0,1443.0,2089.0
10,327.jpg,2400.0,1935.0,741.0,1814.0
11,327.jpg,2400.0,1935.0,1488.0,1729.0
12,327.jpg,2400.0,1935.0,1520.0,1730.0
13,327.jpg,2400.0,1935.0,1584.0,1588.0
14,327.jpg,2400.0,1935.0,1608.0,1856.0
15,327.jpg,2400.0,1935.0,1509.0,1502.0
16,327.jpg,2400.0,1935.0,1568.0,2006.0
17,327.jpg,2400.0,1935.0,1002.0,1475.0
18,327.jpg,2400.0,1935.0,1427.0,1454.0
19,327.jpg,2400.0,1935.0,688.0,1358.0
1,328.jpg,2400.0,1935.0,754.0,1038.0
2,328.jpg,2400.0,1935.0,1399.0,943.0
3,328.jpg,2400.0,1935.0,1290.0,1165.0
4,328.jpg,2400.0,1935.0,559.0,1227.0
5,328.jpg,2400.0,1935.0,1372.0,1517.0
6,328.jpg,2400.0,1935.0,1241.0,1917.0
7,328.jpg,2400.0,1935.0,1238.0,2039.0
8,328.jpg,2400.0,1935.0,1181.0,2106.0
9,328.jpg,2400.0,1935.0,1219.0,2077.0
10,328.jpg,2400.0,1935.0,680.0,1708.0
11,328.jpg,2400.0,1935.0,1361.0,1718.0
12,328.jpg,2400.0,1935.0,1379.0,1772.0
13,328.jpg,2400.0,1935.0,1560.0,1647.0
14,328.jpg,2400.0,1935.0,1456.0,1897.0
15,328.jpg,2400.0,1935.0,1500.0,1490.0
16,328.jpg,2400.0,1935.0,1356.0,2035.0
17,328.jpg,2400.0,1935.0,973.0,1450.0
18,328.jpg,2400.0,1935.0,1424.0,1431.0
19,328.jpg,2400.0,1935.0,654.0,1349.0
1,329.jpg,2400.0,1935.0,808.0,1038.0
2,329.jpg,2400.0,1935.0,1440.0,1025.0
3,329.jpg,2400.0,1935.0,1312.0,1234.0
4,329.jpg,2400.0,1935.0,570.0,1231.0
5,329.jpg,2400.0,1935.0,1311.0,1550.0
6,329.jpg,2400.0,1935.0,1240.0,1863.0
7,329.jpg,2400.0,1935.0,1263.0,1978.0
8,329.jpg,2400.0,1935.0,1218.0,2017.0
9,329.jpg,2400.0,1935.0,1244.0,2007.0
10,329.jpg,2400.0,1935.0,680.0,1745.0
11,329.jpg,2400.0,1935.0,1306.0,1687.0
12,329.jpg,2400.0,1935.0,1377.0,1718.0
13,329.jpg,2400.0,1935.0,1507.0,1666.0
14,329.jpg,2400.0,1935.0,1411.0,1835.0
15,329.jpg,2400.0,1935.0,1485.0,1560.0
16,329.jpg,2400.0,1935.0,1359.0,1963.0
17,329.jpg,2400.0,1935.0,920.0,1467.0
18,329.jpg,2400.0,1935.0,1339.0,1486.0
19,329.jpg,2400.0,1935.0,651.0,1331.0
1,330.jpg,2400.0,1935.0,712.0,1067.0
2,330.jpg,2400.0,1935.0,1271.0,980.0
3,330.jpg,2400.0,1935.0,1196.0,1207.0
4,330.jpg,2400.0,1935.0,516.0,1232.0
5,330.jpg,2400.0,1935.0,1310.0,1550.0
6,330.jpg,2400.0,1935.0,1255.0,1948.0
7,330.jpg,2400.0,1935.0,1264.0,2020.0
8,330.jpg,2400.0,1935.0,1213.0,2089.0
9,330.jpg,2400.0,1935.0,1249.0,2063.0
10,330.jpg,2400.0,1935.0,643.0,1775.0
11,330.jpg,2400.0,1935.0,1358.0,1747.0
12,330.jpg,2400.0,1935.0,1378.0,1755.0
13,330.jpg,2400.0,1935.0,1498.0,1602.0
14,330.jpg,2400.0,1935.0,1428.0,1921.0
15,330.jpg,2400.0,1935.0,1439.0,1526.0
16,330.jpg,2400.0,1935.0,1374.0,2047.0
17,330.jpg,2400.0,1935.0,886.0,1460.0
18,330.jpg,2400.0,1935.0,1314.0,1476.0
19,330.jpg,2400.0,1935.0,626.0,1379.0
1,331.jpg,2400.0,1935.0,811.0,1149.0
2,331.jpg,2400.0,1935.0,1397.0,1074.0
3,331.jpg,2400.0,1935.0,1299.0,1261.0
4,331.jpg,2400.0,1935.0,587.0,1263.0
5,331.jpg,2400.0,1935.0,1431.0,1608.0
6,331.jpg,2400.0,1935.0,1242.0,1945.0
7,331.jpg,2400.0,1935.0,1225.0,2006.0
8,331.jpg,2400.0,1935.0,1165.0,2059.0
9,331.jpg,2400.0,1935.0,1207.0,2041.0
10,331.jpg,2400.0,1935.0,700.0,1734.0
11,331.jpg,2400.0,1935.0,1416.0,1777.0
12,331.jpg,2400.0,1935.0,1505.0,1830.0
13,331.jpg,2400.0,1935.0,1560.0,1639.0
14,331.jpg,2400.0,1935.0,1464.0,1935.0
15,331.jpg,2400.0,1935.0,1518.0,1566.0
16,331.jpg,2400.0,1935.0,1352.0,2005.0
17,331.jpg,2400.0,1935.0,982.0,1521.0
18,331.jpg,2400.0,1935.0,1436.0,1540.0
19,331.jpg,2400.0,1935.0,690.0,1426.0
1,332.jpg,2400.0,1935.0,857.0,989.0
2,332.jpg,2400.0,1935.0,1510.0,960.0
3,332.jpg,2400.0,1935.0,1399.0,1145.0
4,332.jpg,2400.0,1935.0,597.0,1213.0
5,332.jpg,2400.0,1935.0,1527.0,1496.0
6,332.jpg,2400.0,1935.0,1492.0,1902.0
7,332.jpg,2400.0,1935.0,1486.0,1985.0
8,332.jpg,2400.0,1935.0,1430.0,2057.0
9,332.jpg,2400.0,1935.0,1471.0,2034.0
10,332.jpg,2400.0,1935.0,816.0,1769.0
11,332.jpg,2400.0,1935.0,1576.0,1690.0
12,332.jpg,2400.0,1935.0,1598.0,1708.0
13,332.jpg,2400.0,1935.0,1716.0,1585.0
14,332.jpg,2400.0,1935.0,1678.0,1853.0
15,332.jpg,2400.0,1935.0,1633.0,1475.0
16,332.jpg,2400.0,1935.0,1616.0,2030.0
17,332.jpg,2400.0,1935.0,1067.0,1414.0
18,332.jpg,2400.0,1935.0,1538.0,1428.0
19,332.jpg,2400.0,1935.0,684.0,1355.0
1,333.jpg,2400.0,1935.0,756.0,1003.0
2,333.jpg,2400.0,1935.0,1310.0,916.0
3,333.jpg,2400.0,1935.0,1241.0,1114.0
4,333.jpg,2400.0,1935.0,580.0,1230.0
5,333.jpg,2400.0,1935.0,1382.0,1468.0
6,333.jpg,2400.0,1935.0,1315.0,1879.0
7,333.jpg,2400.0,1935.0,1320.0,1976.0
8,333.jpg,2400.0,1935.0,1264.0,2039.0
9,333.jpg,2400.0,1935.0,1302.0,2016.0
10,333.jpg,2400.0,1935.0,701.0,1712.0
11,333.jpg,2400.0,1935.0,1427.0,1656.0
12,333.jpg,2400.0,1935.0,1462.0,1685.0
13,333.jpg,2400.0,1935.0,1570.0,1537.0
14,333.jpg,2400.0,1935.0,1527.0,1799.0
15,333.jpg,2400.0,1935.0,1494.0,1425.0
16,333.jpg,2400.0,1935.0,1448.0,1957.0
17,333.jpg,2400.0,1935.0,967.0,1387.0
18,333.jpg,2400.0,1935.0,1390.0,1395.0
19,333.jpg,2400.0,1935.0,652.0,1347.0
1,334.jpg,2400.0,1935.0,847.0,1063.0
2,334.jpg,2400.0,1935.0,1422.0,962.0
3,334.jpg,2400.0,1935.0,1342.0,1187.0
4,334.jpg,2400.0,1935.0,653.0,1282.0
5,334.jpg,2400.0,1935.0,1490.0,1558.0
6,334.jpg,2400.0,1935.0,1414.0,1949.0
7,334.jpg,2400.0,1935.0,1421.0,2060.0
8,334.jpg,2400.0,1935.0,1371.0,2142.0
9,334.jpg,2400.0,1935.0,1406.0,2115.0
10,334.jpg,2400.0,1935.0,777.0,1858.0
11,334.jpg,2400.0,1935.0,1505.0,1734.0
12,334.jpg,2400.0,1935.0,1543.0,1779.0
13,334.jpg,2400.0,1935.0,1648.0,1687.0
14,334.jpg,2400.0,1935.0,1598.0,1903.0
15,334.jpg,2400.0,1935.0,1588.0,1517.0
16,334.jpg,2400.0,1935.0,1531.0,2034.0
17,334.jpg,2400.0,1935.0,1058.0,1482.0
18,334.jpg,2400.0,1935.0,1489.0,1467.0
19,334.jpg,2400.0,1935.0,713.0,1419.0
1,335.jpg,2400.0,1935.0,712.0,978.0
2,335.jpg,2400.0,1935.0,1262.0,914.0
3,335.jpg,2400.0,1935.0,1181.0,1099.0
4,335.jpg,2400.0,1935.0,536.0,1187.0
5,335.jpg,2400.0,1935.0,1312.0,1405.0
6,335.jpg,2400.0,1935.0,1266.0,1759.0
7,335.jpg,2400.0,1935.0,1278.0,1890.0
8,335.jpg,2400.0,1935.0,1241.0,1943.0
9,335.jpg,2400.0,1935.0,1265.0,1922.0
10,335.jpg,2400.0,1935.0,699.0,1700.0
11,335.jpg,2400.0,1935.0,1356.0,1577.0
12,335.jpg,2400.0,1935.0,1396.0,1588.0
13,335.jpg,2400.0,1935.0,1470.0,1460.0
14,335.jpg,2400.0,1935.0,1450.0,1715.0
15,335.jpg,2400.0,1935.0,1386.0,1391.0
16,335.jpg,2400.0,1935.0,1389.0,1842.0
17,335.jpg,2400.0,1935.0,918.0,1350.0
18,335.jpg,2400.0,1935.0,1321.0,1341.0
19,335.jpg,2400.0,1935.0,602.0,1257.0
1,336.jpg,2400.0,1935.0,829.0,1038.0
2,336.jpg,2400.0,1935.0,1404.0,1005.0
3,336.jpg,2400.0,1935.0,1300.0,1249.0
4,336.jpg,2400.0,1935.0,625.0,1220.0
5,336.jpg,2400.0,1935.0,1357.0,1549.0
6,336.jpg,2400.0,1935.0,1375.0,1920.0
7,336.jpg,2400.0,1935.0,1391.0,1990.0
8,336.jpg,2400.0,1935.0,1345.0,2048.0
9,336.jpg,2400.0,1935.0,1380.0,2025.0
10,336.jpg,2400.0,1935.0,799.0,1747.0
11,336.jpg,2400.0,1935.0,1390.0,1736.0
12,336.jpg,2400.0,1935.0,1401.0,1726.0
13,336.jpg,2400.0,1935.0,1526.0,1628.0
14,336.jpg,2400.0,1935.0,1535.0,1823.0
15,336.jpg,2400.0,1935.0,1481.0,1532.0
16,336.jpg,2400.0,1935.0,1479.0,1979.0
17,336.jpg,2400.0,1935.0,1017.0,1451.0
18,336.jpg,2400.0,1935.0,1394.0,1483.0
19,336.jpg,2400.0,1935.0,723.0,1301.0
1,337.jpg,2400.0,1935.0,781.0,988.0
2,337.jpg,2400.0,1935.0,1360.0,960.0
3,337.jpg,2400.0,1935.0,1253.0,1178.0
4,337.jpg,2400.0,1935.0,551.0,1172.0
5,337.jpg,2400.0,1935.0,1289.0,1480.0
6,337.jpg,2400.0,1935.0,1273.0,1875.0
7,337.jpg,2400.0,1935.0,1267.0,1918.0
8,337.jpg,2400.0,1935.0,1188.0,1982.0
9,337.jpg,2400.0,1935.0,1238.0,1966.0
10,337.jpg,2400.0,1935.0,694.0,1647.0
11,337.jpg,2400.0,1935.0,1369.0,1661.0
12,337.jpg,2400.0,1935.0,1347.0,1673.0
13,337.jpg,2400.0,1935.0,1467.0,1556.0
14,337.jpg,2400.0,1935.0,1462.0,1790.0
15,337.jpg,2400.0,1935.0,1387.0,1472.0
16,337.jpg,2400.0,1935.0,1394.0,1885.0
17,337.jpg,2400.0,1935.0,924.0,1367.0
18,337.jpg,2400.0,1935.0,1312.0,1434.0
19,337.jpg,2400.0,1935.0,648.0,1253.0
1,338.jpg,2400.0,1935.0,899.0,990.0
2,338.jpg,2400.0,1935.0,1534.0,940.0
3,338.jpg,2400.0,1935.0,1413.0,1179.0
4,338.jpg,2400.0,1935.0,691.0,1176.0
5,338.jpg,2400.0,1935.0,1473.0,1532.0
6,338.jpg,2400.0,1935.0,1268.0,1933.0
7,338.jpg,2400.0,1935.0,1258.0,2022.0
8,338.jpg,2400.0,1935.0,1204.0,2076.0
9,338.jpg,2400.0,1935.0,1239.0,2060.0
10,338.jpg,2400.0,1935.0,771.0,1669.0
11,338.jpg,2400.0,1935.0,1413.0,1743.0
12,338.jpg,2400.0,1935.0,1495.0,1721.0
13,338.jpg,2400.0,1935.0,1633.0,1645.0
14,338.jpg,2400.0,1935.0,1526.0,1897.0
15,338.jpg,2400.0,1935.0,1605.0,1525.0
16,338.jpg,2400.0,1935.0,1393.0,1986.0
17,338.jpg,2400.0,1935.0,1107.0,1407.0
18,338.jpg,2400.0,1935.0,1517.0,1447.0
19,338.jpg,2400.0,1935.0,797.0,1260.0
1,339.jpg,2400.0,1935.0,883.0,1058.0
2,339.jpg,2400.0,1935.0,1551.0,986.0
3,339.jpg,2400.0,1935.0,1429.0,1181.0
4,339.jpg,2400.0,1935.0,625.0,1248.0
5,339.jpg,2400.0,1935.0,1582.0,1527.0
6,339.jpg,2400.0,1935.0,1549.0,1922.0
7,339.jpg,2400.0,1935.0,1588.0,2048.0
8,339.jpg,2400.0,1935.0,1537.0,2113.0
9,339.jpg,2400.0,1935.0,1571.0,2081.0
10,339.jpg,2400.0,1935.0,839.0,1916.0
11,339.jpg,2400.0,1935.0,1609.0,1696.0
12,339.jpg,2400.0,1935.0,1651.0,1731.0
13,339.jpg,2400.0,1935.0,1763.0,1620.0
14,339.jpg,2400.0,1935.0,1743.0,1864.0
15,339.jpg,2400.0,1935.0,1691.0,1492.0
16,339.jpg,2400.0,1935.0,1719.0,2037.0
17,339.jpg,2400.0,1935.0,1099.0,1469.0
18,339.jpg,2400.0,1935.0,1636.0,1453.0
19,339.jpg,2400.0,1935.0,735.0,1385.0
1,340.jpg,2400.0,1935.0,856.0,1033.0
2,340.jpg,2400.0,1935.0,1429.0,938.0
3,340.jpg,2400.0,1935.0,1331.0,1166.0
4,340.jpg,2400.0,1935.0,622.0,1210.0
5,340.jpg,2400.0,1935.0,1463.0,1503.0
6,340.jpg,2400.0,1935.0,1356.0,1901.0
7,340.jpg,2400.0,1935.0,1329.0,1986.0
8,340.jpg,2400.0,1935.0,1269.0,2038.0
9,340.jpg,2400.0,1935.0,1309.0,2016.0
10,340.jpg,2400.0,1935.0,795.0,1762.0
11,340.jpg,2400.0,1935.0,1495.0,1702.0
12,340.jpg,2400.0,1935.0,1517.0,1713.0
13,340.jpg,2400.0,1935.0,1651.0,1632.0
14,340.jpg,2400.0,1935.0,1586.0,1881.0
15,340.jpg,2400.0,1935.0,1556.0,1479.0
16,340.jpg,2400.0,1935.0,1464.0,1969.0
17,340.jpg,2400.0,1935.0,1004.0,1431.0
18,340.jpg,2400.0,1935.0,1499.0,1439.0
19,340.jpg,2400.0,1935.0,714.0,1321.0
1,341.jpg,2400.0,1935.0,809.0,1072.0
2,341.jpg,2400.0,1935.0,1347.0,995.0
3,341.jpg,2400.0,1935.0,1290.0,1208.0
4,341.jpg,2400.0,1935.0,625.0,1256.0
5,341.jpg,2400.0,1935.0,1410.0,1526.0
6,341.jpg,2400.0,1935.0,1334.0,1829.0
7,341.jpg,2400.0,1935.0,1358.0,1926.0
8,341.jpg,2400.0,1935.0,1318.0,1993.0
9,341.jpg,2400.0,1935.0,1353.0,1969.0
10,341.jpg,2400.0,1935.0,709.0,1747.0
11,341.jpg,2400.0,1935.0,1382.0,1658.0
12,341.jpg,2400.0,1935.0,1427.0,1715.0
13,341.jpg,2400.0,1935.0,1545.0,1610.0
14,341.jpg,2400.0,1935.0,1483.0,1827.0
15,341.jpg,2400.0,1935.0,1506.0,1500.0
16,341.jpg,2400.0,1935.0,1456.0,1932.0
17,341.jpg,2400.0,1935.0,993.0,1443.0
18,341.jpg,2400.0,1935.0,1426.0,1462.0
19,341.jpg,2400.0,1935.0,679.0,1385.0
1,342.jpg,2400.0,1935.0,750.0,959.0
2,342.jpg,2400.0,1935.0,1309.0,869.0
3,342.jpg,2400.0,1935.0,1220.0,1137.0
4,342.jpg,2400.0,1935.0,560.0,1149.0
5,342.jpg,2400.0,1935.0,1296.0,1505.0
6,342.jpg,2400.0,1935.0,1318.0,1949.0
7,342.jpg,2400.0,1935.0,1336.0,2043.0
8,342.jpg,2400.0,1935.0,1273.0,2110.0
9,342.jpg,2400.0,1935.0,1326.0,2075.0
10,342.jpg,2400.0,1935.0,688.0,1763.0
11,342.jpg,2400.0,1935.0,1392.0,1697.0
12,342.jpg,2400.0,1935.0,1408.0,1683.0
13,342.jpg,2400.0,1935.0,1490.0,1565.0
14,342.jpg,2400.0,1935.0,1474.0,1843.0
15,342.jpg,2400.0,1935.0,1456.0,1453.0
16,342.jpg,2400.0,1935.0,1430.0,2009.0
17,342.jpg,2400.0,1935.0,942.0,1401.0
18,342.jpg,2400.0,1935.0,1320.0,1405.0
19,342.jpg,2400.0,1935.0,622.0,1253.0
1,343.jpg,2400.0,1935.0,806.0,1055.0
2,343.jpg,2400.0,1935.0,1343.0,1026.0
3,343.jpg,2400.0,1935.0,1221.0,1233.0
4,343.jpg,2400.0,1935.0,613.0,1242.0
5,343.jpg,2400.0,1935.0,1283.0,1499.0
6,343.jpg,2400.0,1935.0,1251.0,1839.0
7,343.jpg,2400.0,1935.0,1250.0,1866.0
8,343.jpg,2400.0,1935.0,1203.0,1920.0
9,343.jpg,2400.0,1935.0,1232.0,1898.0
10,343.jpg,2400.0,1935.0,729.0,1621.0
11,343.jpg,2400.0,1935.0,1340.0,1647.0
12,343.jpg,2400.0,1935.0,1307.0,1661.0
13,343.jpg,2400.0,1935.0,1411.0,1567.0
14,343.jpg,2400.0,1935.0,1396.0,1765.0
15,343.jpg,2400.0,1935.0,1392.0,1475.0
16,343.jpg,2400.0,1935.0,1338.0,1886.0
17,343.jpg,2400.0,1935.0,947.0,1403.0
18,343.jpg,2400.0,1935.0,1308.0,1452.0
19,343.jpg,2400.0,1935.0,695.0,1291.0
1,344.jpg,2400.0,1935.0,812.0,1054.0
2,344.jpg,2400.0,1935.0,1440.0,906.0
3,344.jpg,2400.0,1935.0,1353.0,1156.0
4,344.jpg,2400.0,1935.0,620.0,1246.0
5,344.jpg,2400.0,1935.0,1427.0,1488.0
6,344.jpg,2400.0,1935.0,1297.0,1820.0
7,344.jpg,2400.0,1935.0,1293.0,1945.0
8,344.jpg,2400.0,1935.0,1242.0,2002.0
9,344.jpg,2400.0,1935.0,1276.0,1984.0
10,344.jpg,2400.0,1935.0,750.0,1677.0
11,344.jpg,2400.0,1935.0,1451.0,1612.0
12,344.jpg,2400.0,1935.0,1549.0,1679.0
13,344.jpg,2400.0,1935.0,1643.0,1530.0
14,344.jpg,2400.0,1935.0,1534.0,1793.0
15,344.jpg,2400.0,1935.0,1543.0,1430.0
16,344.jpg,2400.0,1935.0,1444.0,1881.0
17,344.jpg,2400.0,1935.0,1018.0,1433.0
18,344.jpg,2400.0,1935.0,1434.0,1411.0
19,344.jpg,2400.0,1935.0,729.0,1338.0
1,345.jpg,2400.0,1935.0,835.0,1023.0
2,345.jpg,2400.0,1935.0,1383.0,1045.0
3,345.jpg,2400.0,1935.0,1266.0,1244.0
4,345.jpg,2400.0,1935.0,575.0,1172.0
5,345.jpg,2400.0,1935.0,1264.0,1572.0
6,345.jpg,2400.0,1935.0,1222.0,1938.0
7,345.jpg,2400.0,1935.0,1222.0,1980.0
8,345.jpg,2400.0,1935.0,1177.0,2038.0
9,345.jpg,2400.0,1935.0,1208.0,2015.0
10,345.jpg,2400.0,1935.0,709.0,1680.0
11,345.jpg,2400.0,1935.0,1313.0,1724.0
12,345.jpg,2400.0,1935.0,1260.0,1758.0
13,345.jpg,2400.0,1935.0,1427.0,1687.0
14,345.jpg,2400.0,1935.0,1416.0,1863.0
15,345.jpg,2400.0,1935.0,1417.0,1582.0
16,345.jpg,2400.0,1935.0,1331.0,1981.0
17,345.jpg,2400.0,1935.0,937.0,1426.0
18,345.jpg,2400.0,1935.0,1325.0,1509.0
19,345.jpg,2400.0,1935.0,662.0,1277.0
1,346.jpg,2400.0,1935.0,876.0,1013.0
2,346.jpg,2400.0,1935.0,1442.0,967.0
3,346.jpg,2400.0,1935.0,1342.0,1209.0
4,346.jpg,2400.0,1935.0,581.0,1222.0
5,346.jpg,2400.0,1935.0,1408.0,1500.0
6,346.jpg,2400.0,1935.0,1407.0,1933.0
7,346.jpg,2400.0,1935.0,1410.0,2021.0
8,346.jpg,2400.0,1935.0,1361.0,2080.0
9,346.jpg,2400.0,1935.0,1399.0,2071.0
10,346.jpg,2400.0,1935.0,767.0,1722.0
11,346.jpg,2400.0,1935.0,1497.0,1697.0
12,346.jpg,2400.0,1935.0,1480.0,1694.0
13,346.jpg,2400.0,1935.0,1602.0,1584.0
14,346.jpg,2400.0,1935.0,1620.0,1796.0
15,346.jpg,2400.0,1935.0,1542.0,1481.0
16,346.jpg,2400.0,1935.0,1543.0,1948.0
17,346.jpg,2400.0,1935.0,1000.0,1382.0
18,346.jpg,2400.0,1935.0,1461.0,1414.0
19,346.jpg,2400.0,1935.0,712.0,1263.0
1,347.jpg,2400.0,1935.0,801.0,1077.0
2,347.jpg,2400.0,1935.0,1341.0,945.0
3,347.jpg,2400.0,1935.0,1258.0,1213.0
4,347.jpg,2400.0,1935.0,559.0,1149.0
5,347.jpg,2400.0,1935.0,1337.0,1519.0
6,347.jpg,2400.0,1935.0,1355.0,1880.0
7,347.jpg,2400.0,1935.0,1368.0,1974.0
8,347.jpg,2400.0,1935.0,1331.0,2023.0
9,347.jpg,2400.0,1935.0,1354.0,2007.0
10,347.jpg,2400.0,1935.0,746.0,1735.0
11,347.jpg,2400.0,1935.0,1392.0,1689.0
12,347.jpg,2400.0,1935.0,1377.0,1694.0
13,347.jpg,2400.0,1935.0,1494.0,1601.0
14,347.jpg,2400.0,1935.0,1517.0,1753.0
15,347.jpg,2400.0,1935.0,1464.0,1498.0
16,347.jpg,2400.0,1935.0,1460.0,1863.0
17,347.jpg,2400.0,1935.0,961.0,1450.0
18,347.jpg,2400.0,1935.0,1360.0,1459.0
19,347.jpg,2400.0,1935.0,659.0,1310.0
1,348.jpg,2400.0,1935.0,864.0,1013.0
2,348.jpg,2400.0,1935.0,1469.0,949.0
3,348.jpg,2400.0,1935.0,1353.0,1163.0
4,348.jpg,2400.0,1935.0,617.0,1200.0
5,348.jpg,2400.0,1935.0,1473.0,1505.0
6,348.jpg,2400.0,1935.0,1438.0,1951.0
7,348.jpg,2400.0,1935.0,1438.0,2036.0
8,348.jpg,2400.0,1935.0,1390.0,2112.0
9,348.jpg,2400.0,1935.0,1425.0,2089.0
10,348.jpg,2400.0,1935.0,799.0,1754.0
11,348.jpg,2400.0,1935.0,1559.0,1708.0
12,348.jpg,2400.0,1935.0,1589.0,1723.0
13,348.jpg,2400.0,1935.0,1671.0,1595.0
14,348.jpg,2400.0,1935.0,1627.0,1895.0
15,348.jpg,2400.0,1935.0,1605.0,1462.0
16,348.jpg,2400.0,1935.0,1544.0,2014.0
17,348.jpg,2400.0,1935.0,1032.0,1431.0
18,348.jpg,2400.0,1935.0,1511.0,1424.0
19,348.jpg,2400.0,1935.0,684.0,1288.0
1,349.jpg,2400.0,1935.0,814.0,1049.0
2,349.jpg,2400.0,1935.0,1383.0,957.0
3,349.jpg,2400.0,1935.0,1295.0,1177.0
4,349.jpg,2400.0,1935.0,606.0,1248.0
5,349.jpg,2400.0,1935.0,1511.0,1488.0
6,349.jpg,2400.0,1935.0,1415.0,1820.0
7,349.jpg,2400.0,1935.0,1429.0,1914.0
8,349.jpg,2400.0,1935.0,1365.0,1982.0
9,349.jpg,2400.0,1935.0,1408.0,1954.0
10,349.jpg,2400.0,1935.0,772.0,1809.0
11,349.jpg,2400.0,1935.0,1457.0,1599.0
12,349.jpg,2400.0,1935.0,1478.0,1704.0
13,349.jpg,2400.0,1935.0,1657.0,1528.0
14,349.jpg,2400.0,1935.0,1571.0,1835.0
15,349.jpg,2400.0,1935.0,1596.0,1441.0
16,349.jpg,2400.0,1935.0,1513.0,1921.0
17,349.jpg,2400.0,1935.0,1024.0,1456.0
18,349.jpg,2400.0,1935.0,1532.0,1412.0
19,349.jpg,2400.0,1935.0,681.0,1397.0
1,350.jpg,2400.0,1935.0,794.0,1033.0
2,350.jpg,2400.0,1935.0,1382.0,916.0
3,350.jpg,2400.0,1935.0,1303.0,1141.0
4,350.jpg,2400.0,1935.0,613.0,1181.0
5,350.jpg,2400.0,1935.0,1397.0,1450.0
6,350.jpg,2400.0,1935.0,1325.0,1891.0
7,350.jpg,2400.0,1935.0,1321.0,1983.0
8,350.jpg,2400.0,1935.0,1261.0,2064.0
9,350.jpg,2400.0,1935.0,1306.0,2036.0
10,350.jpg,2400.0,1935.0,736.0,1715.0
11,350.jpg,2400.0,1935.0,1457.0,1663.0
12,350.jpg,2400.0,1935.0,1487.0,1705.0
13,350.jpg,2400.0,1935.0,1576.0,1550.0
14,350.jpg,2400.0,1935.0,1524.0,1809.0
15,350.jpg,2400.0,1935.0,1503.0,1435.0
16,350.jpg,2400.0,1935.0,1416.0,1939.0
17,350.jpg,2400.0,1935.0,991.0,1397.0
18,350.jpg,2400.0,1935.0,1416.0,1406.0
